method	gene	primary_AUROC	primary_AUPRC	primary_balanced_accuracy
z	HERC4	0.5307982401005656	0.4042581944583161	0.48145820238843495
pct	TCHH	0.5307982401005656	0.40341722958574827	0.556725329981144
rz	TRIM4	0.5307982401005656	0.40318663543505595	0.5807668133249528
pct	CCNE2	0.5307982401005656	0.40262010971220286	0.4877435575109994
rz	PAK6	0.5307982401005656	0.40101066283214015	0.4833438089252043
z	TEX9	0.5307982401005656	0.4009421812745363	0.4904148334380892
z	COQ2	0.5307982401005656	0.40090829694476215	0.5238843494657448
z	POMGNT1	0.5307982401005656	0.40059207726418133	0.47470144563167815
pct	BNC1	0.5307982401005656	0.3999257651009855	0.4071338780641106
rz	MUC1	0.5307982401005656	0.3996475195632088	0.5218416090509114
z	EPC1	0.5307982401005656	0.3959222467618877	0.44013199245757384
z	GTF2A1	0.5307982401005656	0.3957540047644432	0.43824638592080456
pct	SEC14L1P1	0.5307982401005656	0.3956029886642547	0.4115336266499057
z	KRTCAP2	0.5307982401005656	0.3948039403999532	0.5488686360779385
rz	TSNAXIP1	0.5307982401005656	0.3890150587343816	0.4393463230672533
pct	ABHD14A	0.5307982401005656	0.38797798529428235	0.5364550597108737
pct	YIPF6	0.5307982401005656	0.3851549724995218	0.5831238214959145
rz	SLC2A11	0.5307982401005656	0.38514503606963263	0.5080138277812697
z	POLR2C	0.5307982401005656	0.3834674149286229	0.5688246385920805
z	DHX57	0.5307982401005656	0.3831604217651021	0.5001571338780642
pct	KLHL18	0.5307982401005656	0.38282998270717916	0.5650534255185418
rz	MUC22	0.5307982401005656	0.3820943131322072	0.4344751728472659
pct	KRT5	0.5307982401005656	0.37764827684881114	0.5155562539283469
pct	HAUS1	0.5307982401005656	0.36953423414654074	0.5076995600251414
rz	IQCJ-SCHIP1	0.5307982401005655	0.44236773791804707	0.552482715273413
pct	ZNF815P	0.5307982401005655	0.40074898785913865	0.5537397862979259
pct	NLRP9	0.5306411062225016	0.45656249211555555	0.5872093023255813
z	FAM106A	0.5306411062225016	0.4404106709060996	0.4322752985543683
z	TOB2P1	0.5306411062225016	0.4346008544330296	0.4536455059710873
rz	DCDC2	0.5306411062225016	0.42794771774689716	0.5073852922690132
pct	CCDC42	0.5306411062225016	0.4267861295326451	0.524198617221873
z	CHADL	0.5306411062225016	0.404751972113406	0.5823381521055939
pct	CDK5R2	0.5306411062225016	0.3984940050740864	0.5290697674418605
pct	LMTK2	0.5306411062225016	0.3959635199481466	0.5177561282212445
rz	DICER1-AS1	0.5306411062225016	0.39257550424545073	0.4179761156505343
pct	CTTNBP2	0.5306411062225016	0.3921382446538069	0.4465744814582024
pct	PSG4	0.5306411062225016	0.39173965191635296	0.47124450031426773
rz	KRTAP5-10	0.5306411062225016	0.383422778771616	0.5306411062225016
pct	LINC00992	0.5306411062225015	0.40928068622555586	0.43714644877435577
z	SNORD102	0.5306411062225015	0.3962940679202227	0.5953802639849151
pct	RABL3	0.5306411062225015	0.39266160063644645	0.45663104965430545
pct	CCDC125	0.5306411062225015	0.38707523158302715	0.45018856065367696
rz	CMTM5	0.5306411062225015	0.38008504330074855	0.5458830923947203
pct	ZNF468	0.5306411062225015	0.3757231667675619	0.3922061596480201
pct	CPSF4	0.5304839723444376	0.46009574237497664	0.568196103079824
z	HOXD12	0.5304839723444376	0.36567392984323566	0.5774670018856065
z	PIPSL	0.5304839723444374	0.4719444152318438	0.5309553739786297
z	CHMP1B	0.5304839723444374	0.46580993280051153	0.5381835323695788
rz	ANKEF1	0.5304839723444374	0.4625704587980201	0.5749528598365807
z	POLM	0.5304839723444374	0.4589337384179535	0.5674104336895035
rz	VWA8	0.5304839723444374	0.45819277206809406	0.3903205531112508
z	VSTM1	0.5304839723444374	0.4519071253362779	0.5494971715901948
pct	S100A10	0.5304839723444374	0.44678347717590156	0.5015713387806411
z	SLC5A9	0.5304839723444374	0.44494490513390733	0.5333123821495915
z	HMBS	0.5304839723444374	0.4445347077780785	0.5268698931489629
rz	TAS2R46	0.5304839723444374	0.4400937499123775	0.5906662476429918
rz	ZNF564	0.5304839723444374	0.43765574144735564	0.47988686360779387
z	TOMM22	0.5304839723444374	0.43608030533387193	0.4479886863607794
rz	ZNF766	0.5304839723444374	0.4358751607024607	0.40037712130735387
pct	TAS2R3	0.5304839723444374	0.4357815084626292	0.41011942174732874
z	ZNF564	0.5304839723444374	0.4318764138977378	0.4780012570710245
pct	MEG8	0.5304839723444374	0.4284876435016109	0.3933060967944689
rz	IFNLR1	0.5304839723444374	0.4281277307894458	0.5565681961030798
rz	ARMC7	0.5304839723444374	0.42745322945616737	0.4479886863607794
pct	GRIN2D	0.5304839723444374	0.426646825410213	0.49497171590194844
z	VWA5B2	0.5304839723444374	0.4264346225500187	0.5402262727844124
rz	ZRANB2	0.5304839723444374	0.42540676379165476	0.4608736643620364
pct	P2RY14	0.5304839723444374	0.42289477209497706	0.4333752357008171
rz	RGP1	0.5304839723444374	0.42148764944774464	0.507228158390949
pct	MIR376C	0.5304839723444374	0.4205699662095011	0.521370207416719
pct	OR2AP1	0.5304839723444374	0.4205699662095011	0.521370207416719
rz	ALDH8A1	0.5304839723444374	0.4196261834961599	0.4424890006285355
rz	ECI2	0.5304839723444374	0.4194713489184895	0.4142049025769956
z	TBC1D30	0.5304839723444374	0.4191348903047317	0.4780012570710245
pct	MIR369	0.5304839723444374	0.4183274987445591	0.4442174732872407
z	MIR369	0.5304839723444374	0.4183274987445591	0.4442174732872407
z	NUP210L	0.5304839723444374	0.4168711576738994	0.514299182903834
pct	LINC00926	0.5304839723444374	0.4130101326205195	0.509899434318039
rz	FAM153A	0.5304839723444374	0.4129066444261515	0.48978629792583284
pct	SSB	0.5304839723444374	0.41283872988301706	0.46008799497171593
rz	CHD8	0.5304839723444374	0.41196216212115977	0.5257699560025142
z	CCKBR	0.5304839723444374	0.4095112937951916	0.3812067881835324
pct	CIAO1	0.5304839723444374	0.4085512845533828	0.5084852294154619
z	PBX2	0.5304839723444374	0.40730656522817327	0.46150219987429286
pct	NADK2	0.5304839723444374	0.4068750050602114	0.43416090509113764
pct	SULT1A4	0.5304839723444374	0.4056415161066324	0.5573538654934004
z	GALK1	0.5304839723444374	0.40553116412548834	0.45018856065367696
z	ZKSCAN2	0.5304839723444374	0.40544032681170106	0.5331552482715274
pct	MLXIPL	0.5304839723444374	0.4049274554652916	0.40933375235700814
rz	TGFA	0.5304839723444374	0.4046775358528497	0.45285983658076684
rz	INCA1	0.5304839723444374	0.40275060167104454	0.5293840351979886
z	CLEC2B	0.5304839723444374	0.4015227362562583	0.5845380263984915
rz	ASGR1	0.5304839723444374	0.40117789809088067	0.44736015084852293
pct	BRD3	0.5304839723444374	0.40019539441408924	0.5276555625392835
pct	USP33	0.5304839723444374	0.3998443204812484	0.49497171590194844
z	MOSPD2	0.5304839723444374	0.3995101222010263	0.4919861722187303
rz	MSL2	0.5304839723444374	0.3988402079994808	0.5267127592708989
rz	IDH1	0.5304839723444374	0.3977207795573732	0.5133563796354494
z	WDR6	0.5304839723444374	0.39662551458776013	0.5650534255185418
pct	USP12	0.5304839723444374	0.39637349268997163	0.4761156505342552
rz	SUMO1	0.5304839723444374	0.39419881714318666	0.471558768070396
pct	GFRA2	0.5304839723444374	0.3933888346429354	0.5488686360779385
z	FA2H	0.5304839723444374	0.3929455974786828	0.5260842237586424
rz	ACSL4	0.5304839723444374	0.39249155873249925	0.556725329981144
z	SNX7	0.5304839723444374	0.3906788474303199	0.4626021370207417
rz	SCYL2	0.5304839723444374	0.387785605745947	0.5304839723444374
z	BRSK1	0.5304839723444374	0.38714304363565916	0.5366121935889377
rz	WDFY3	0.5304839723444374	0.38596933047404736	0.531269641734758
rz	PKHD1L1	0.5304839723444374	0.38587732151864296	0.36847894406033943
z	PHC3	0.5304839723444374	0.3858063461681902	0.46103079824010057
pct	RPL6	0.5304839723444374	0.3839474069389931	0.4899434318038969
rz	ADAMTS13	0.5304839723444374	0.3836379320727312	0.5304839723444374
rz	OR52L1	0.5304839723444374	0.3824199056757196	0.5304839723444374
rz	OTOP1	0.5304839723444374	0.3824199056757196	0.5304839723444374
rz	SCARNA4	0.5304839723444374	0.3824199056757196	0.5304839723444374
rz	SERPINA4	0.5304839723444374	0.3824199056757196	0.5304839723444374
pct	CD68	0.5304839723444374	0.38220256857370233	0.5545254556882464
z	PDCL3P4	0.5304839723444374	0.38163741345062774	0.46527341294783153
pct	DNAJC13	0.5304839723444374	0.3815010630937813	0.44720301697045883
z	DAPL1	0.5304839723444374	0.3808287234408679	0.52828409805154
z	ABHD14A	0.5304839723444374	0.3806670980673521	0.5905091137649278
pct	MYLK-AS1	0.5304839723444374	0.3805484228263333	0.5653676932746701
z	FATE1	0.5304839723444374	0.37969468382780686	0.5023570081709616
rz	TBC1D12	0.5304839723444374	0.3792969016735669	0.5493400377121307
z	LMF2	0.5304839723444374	0.37807837517040965	0.4761156505342552
z	SLC25A29	0.5304839723444374	0.37774636870212075	0.4142049025769956
pct	TTC22	0.5304839723444374	0.3776785804934986	0.4974858579509742
pct	GALK2	0.5304839723444374	0.36985989099946154	0.47721558768070393
rz	IFT81	0.5304839723444373	0.4497687306031942	0.48145820238843495
pct	RPS4Y1	0.5304839723444373	0.4229988514295229	0.559553739786298
pct	KCNG1	0.5303268384663734	0.4073827350968308	0.46951602765556255
pct	REEP6	0.5303268384663734	0.40601282976493963	0.45175989943431805
rz	EPS8L1	0.5303268384663734	0.4021589049240465	0.40634820867379007
z	OVOL3	0.5303268384663734	0.3941483609345734	0.5895663104965431
pct	MRPS33	0.5303268384663734	0.3890883197122029	0.45898805782526714
pct	NPHS1	0.5303268384663733	0.45235305346745525	0.47548711502199875
pct	SDC4P	0.5303268384663733	0.43676144661988947	0.4299182903834067
z	SDC4P	0.5303268384663733	0.43676144661988947	0.4299182903834067
z	TCEAL6	0.5303268384663733	0.43108870314547226	0.5127278441231929
pct	DOC2B	0.5303268384663733	0.4276870662138257	0.44578881206788185
pct	SLC2A7	0.5303268384663733	0.4272819991097408	0.3444374607165305
z	EHHADH-AS1	0.5303268384663733	0.4234796601644139	0.4776869893148963
pct	RAET1E	0.5303268384663733	0.41390632241681496	0.502828409805154
rz	ZNF527	0.5303268384663733	0.4086933437119432	0.41499057196731615
pct	LHX6	0.5303268384663733	0.40409751839826347	0.40304839723444374
pct	ZNF658	0.5303268384663733	0.38714885445918423	0.4307039597737272
rz	OR6A2	0.5303268384663733	0.38590103159150235	0.40336266499057194
rz	KCNK16	0.5303268384663733	0.38478433710991855	0.5303268384663733
rz	SLIT2-IT1	0.5303268384663733	0.38478433710991855	0.5303268384663733
rz	VPREB1	0.5303268384663733	0.38478433710991855	0.5303268384663733
rz	GAL3ST2	0.5303268384663733	0.38468714747784516	0.41247642991829037
z	FUNDC1	0.5301697045883094	0.4379040491331353	0.49905719673161536
rz	PELI3	0.5301697045883094	0.41296319985045515	0.5661533626649906
pct	CHRNA5	0.5301697045883094	0.4087372048102219	0.4676304211187932
z	ZNF543	0.5301697045883094	0.3998397571898976	0.4976429918290384
z	CES4A	0.5301697045883094	0.3840923141408573	0.48208673790069134
z	CORIN	0.5301697045883093	0.49699478470015795	0.5914519170333123
rz	RIN3	0.5301697045883093	0.4668820684643914	0.5535826524198617
pct	KIAA1614	0.5301697045883093	0.45241114886340333	0.4300754242614707
rz	ZFC3H1	0.5301697045883093	0.4518282802148365	0.3489943431803897
z	IMPDH2	0.5301697045883093	0.4438535610706658	0.4868007542426147
pct	FANCE	0.5301697045883093	0.4387894824295742	0.495757385292269
pct	MYZAP	0.5301697045883093	0.43789543022963306	0.4668447517284727
rz	ANAPC16	0.5301697045883093	0.4378520298459851	0.4330609679446889
z	AKAP13	0.5301697045883093	0.43242782257610574	0.39629164047768695
pct	CPLX3	0.5301697045883093	0.42560612056619873	0.5505971087366436
rz	RAP1GAP	0.5301697045883093	0.4236932030772614	0.44830295411690757
z	GPX2	0.5301697045883093	0.4225041222916951	0.49245757385292266
z	ZSCAN20	0.5301697045883093	0.42127040069798494	0.46983029541169075
pct	MEIS1-AS3	0.5301697045883093	0.4199204604289501	0.49827152734129476
z	MIR635	0.5301697045883093	0.4178187007601529	0.5721244500314268
rz	RNF146	0.5301697045883093	0.41774424702258783	0.5647391577624136
pct	PDLIM5	0.5301697045883093	0.41603352774485514	0.4926147077309868
rz	EPS8	0.5301697045883093	0.4135545983229493	0.5711816467630422
rz	PRKAB2	0.5301697045883093	0.41102323384646056	0.5092708988057826
z	OSBPL7	0.5301697045883093	0.4100169473787906	0.5287554996857322
rz	MECOM	0.5301697045883093	0.4041693290212636	0.5604965430546827
pct	LINC00707	0.5301697045883093	0.4016748569512008	0.4555311125078567
z	CNOT7	0.5301697045883093	0.400935358446793	0.5582966687617851
pct	TMEM245	0.5301697045883093	0.39959168789618765	0.43793211816467625
pct	BHLHE22	0.5301697045883093	0.398947023966523	0.5612822124450032
rz	TNFAIP8L3	0.5301697045883093	0.3983390382772181	0.5587680703959774
rz	HEIH	0.5301697045883093	0.3963241559144734	0.356536769327467
z	SLC43A2	0.5301697045883093	0.39444937617884346	0.5615964802011313
pct	ARHGAP20	0.5301697045883093	0.3932211749276515	0.4442174732872407
z	RALGAPA1	0.5301697045883093	0.39274931341275277	0.563953488372093
pct	YTHDF2	0.5301697045883093	0.3909884569792167	0.5080138277812697
pct	ANGEL2	0.5301697045883093	0.3881676694420878	0.5039283469516027
pct	TTLL9	0.5301697045883093	0.3864526650695259	0.609365179132621
z	TOR2A	0.5301697045883093	0.3841313991531483	0.5615964802011313
pct	ITGA6	0.5301697045883093	0.38262126524877205	0.5691389063482086
pct	SAMD15	0.5301697045883093	0.38219509316557765	0.5191703331238215
z	GORAB	0.5301697045883093	0.3792423377404818	0.43636077938403517
z	C2orf68	0.5301697045883093	0.3774957303716326	0.5369264613450659
pct	SLC44A3	0.5301697045883093	0.3767024412935388	0.45207416719044624
rz	PDE5A	0.5301697045883093	0.375828458926744	0.5410119421747328
pct	TESC	0.5301697045883093	0.37496594380140835	0.44987429289754866
pct	SMN2	0.5301697045883093	0.3717134965825943	0.46370207416719045
rz	LRP8	0.5301697045883093	0.37075166093037903	0.45285983658076684
pct	HCFC2	0.5301697045883093	0.36765739139973364	0.5488686360779385
z	CCDC112	0.5301697045883091	0.4441105505428374	0.45663104965430545
pct	TMEM216	0.5301697045883091	0.43551544429932587	0.49465744814582024
z	RPS6KB1	0.5301697045883091	0.42167070366772874	0.5012570710245129
rz	RSAD1	0.5301697045883091	0.41941307991758175	0.47910119421747327
rz	FBXL14	0.5301697045883091	0.4171030311061867	0.4773727215587681
z	EXOC1	0.5301697045883091	0.41504633130675384	0.46825895663104966
pct	GPRC6A	0.5301697045883091	0.41485863790964417	0.5963230672532998
z	NHP2	0.5301697045883091	0.4023800749554763	0.44343180389692016
z	GSR	0.5301697045883091	0.40128514742701793	0.4171904462602137
pct	FLT4	0.5301697045883091	0.3934107075499631	0.4750157133878064
z	APC	0.5301697045883091	0.39275873501282604	0.5485543683218101
pct	TGFA	0.5301697045883091	0.39234824872351287	0.5718101822752986
z	B3GALT6	0.5301697045883091	0.392050622190973	0.4596165933375236
rz	PSMG2	0.5301697045883091	0.38957460383143755	0.3868636077938403
z	DGCR8	0.5301697045883091	0.3895404373406879	0.3511942174732873
z	MIR4530	0.5301697045883091	0.3894141331242548	0.5834380892520428
z	ARL3	0.5301697045883091	0.38823892558914175	0.46370207416719045
rz	L3MBTL4	0.5301697045883091	0.37425375485031465	0.5285983658076682
rz	INPP5J	0.5301697045883091	0.3726877355503785	0.47203016970458833
rz	TCHH	0.5301697045883091	0.371368459108914	0.5631678189817725
rz	CBY3	0.5300125707102452	0.40429070531184563	0.5204274041483344
pct	SNORD93	0.5300125707102452	0.398066535863783	0.5293840351979886
z	CFHR1	0.5300125707102451	0.4620883795119325	0.5749528598365807
pct	CTNNA3	0.5300125707102451	0.4369138676888474	0.43824638592080456
z	CACNA1C-AS4	0.5300125707102451	0.4303311021116524	0.4633878064110622
pct	LCN12	0.5300125707102451	0.42604920383346484	0.5546825895663106
rz	EEF1A2	0.5300125707102451	0.4231021132534843	0.524198617221873
z	FAR2P2	0.5300125707102451	0.414105331373124	0.5458830923947203
rz	IGBP1P1	0.5300125707102451	0.40899338086471165	0.43871778755499685
pct	ARL4C	0.5300125707102451	0.40747648275809	0.3287240729101194
pct	LINC00473	0.5300125707102451	0.4050842893292992	0.4822438717787555
z	LHFPL3-AS2	0.5300125707102451	0.4017593760410735	0.6277498428661219
pct	EIF4EBP2	0.5300125707102451	0.395969213596358	0.41986172218730355
pct	C1orf226	0.5300125707102451	0.39524289368834736	0.5339409176618479
pct	ZNF483	0.5300125707102451	0.391401401095365	0.4657448145820239
rz	RSPO2	0.5300125707102451	0.38820465088698436	0.49905719673161536
rz	HDC	0.5300125707102451	0.3815365239482746	0.5718101822752986
pct	FEZ1	0.5300125707102451	0.3708760702009628	0.4203331238214959
pct	CD177	0.5300125707102451	0.3707672389457001	0.6021370207416719
z	HMGCL	0.5298554368321811	0.4577613615034995	0.5505971087366436
z	MIR620	0.5298554368321811	0.45188649173209394	0.5535826524198617
rz	PPP3CA	0.5298554368321811	0.44367326984841543	0.4338466373350094
z	MKKS	0.5298554368321811	0.4436702457577622	0.5362979258328096
pct	RAB28	0.5298554368321811	0.43735333883064503	0.5914519170333123
pct	GJD2	0.5298554368321811	0.43182411903342144	0.5194846008799497
pct	LSM11	0.5298554368321811	0.43177043149889144	0.571024512884978
rz	DRG1	0.5298554368321811	0.4300350947145208	0.4509742300439975
pct	MEPCE	0.5298554368321811	0.42940914525475304	0.5216844751728473
z	ERAS	0.5298554368321811	0.42809766928937026	0.5351979886863608
pct	BCRP3	0.5298554368321811	0.4251484742937454	0.4555311125078567
rz	SHISA4	0.5298554368321811	0.4232030799073566	0.5505971087366436
rz	CHRNA5	0.5298554368321811	0.42310606223675373	0.5366121935889377
pct	FFAR1	0.5298554368321811	0.42145169820656875	0.5798240100565683
rz	MEF2C	0.5298554368321811	0.41965863790481994	0.4668447517284727
rz	DYNC1LI1	0.5298554368321811	0.4195003509292166	0.5372407291011942
rz	TMEM237	0.5298554368321811	0.4192860933108042	0.48318667504714014
pct	MASP2	0.5298554368321811	0.4151038774578224	0.5208988057825268
rz	FNTB	0.5298554368321811	0.41304805882569234	0.5388120678818353
pct	EPAS1	0.5298554368321811	0.4117691437610455	0.5323695788812068
rz	CSNK1E	0.5298554368321811	0.411590450947582	0.43258956631049655
z	ADAT3	0.5298554368321811	0.41127556076670896	0.5488686360779385
rz	TIPIN	0.5298554368321811	0.41093496809344265	0.45521684475172847
z	DONSON	0.5298554368321811	0.4103482354028939	0.5287554996857322
pct	SMARCC2	0.5298554368321811	0.4091970483143527	0.4927718416090509
rz	SRF	0.5298554368321811	0.4083020333668288	0.6112507856693903
z	PHF12	0.5298554368321811	0.4071655496270331	0.5444688874921433
pct	PKP4	0.5298554368321811	0.40631149389993493	0.3752357008170962
rz	ELAVL1	0.5298554368321811	0.4056594523217621	0.43258956631049655
rz	FAM135A	0.5298554368321811	0.4048832126416326	0.5848522941546197
z	OTUD6A	0.5298554368321811	0.4034748963163797	0.5243557510999372
z	ABCB10	0.5298554368321811	0.40277985798623284	0.5586109365179133
pct	SLC12A7	0.5298554368321811	0.4025573790270411	0.41341923318667506
rz	SLC19A1	0.5298554368321811	0.4012059686524527	0.5147705845380264
pct	ZC3H14	0.5298554368321811	0.400312969866128	0.4663733500942804
pct	ANKRD13C	0.5298554368321811	0.39945614150279507	0.5177561282212445
rz	ACP1	0.5298554368321811	0.3986430476560283	0.4536455059710873
pct	ZDHHC8	0.5298554368321811	0.39785246439263455	0.4333752357008171
rz	ABHD2	0.5298554368321811	0.3970125496004069	0.531269641734758
z	CCDC51	0.5298554368321811	0.39673893988735565	0.40933375235700814
rz	MIR3189	0.5298554368321811	0.39673754235874337	0.5086423632935261
z	SRRM2-AS1	0.5298554368321811	0.3950091253109235	0.5575109993714644
pct	ZNF248	0.5298554368321811	0.39498659735406744	0.5425832809553739
z	TFAP2C	0.5298554368321811	0.3949847340015076	0.4706159648020113
pct	FABP12	0.5298554368321811	0.3948309548089805	0.4082338152105594
pct	SMYD3	0.5298554368321811	0.39400542439078856	0.46825895663104966
rz	PRSS16	0.5298554368321811	0.39364732623857623	0.5023570081709616
rz	FGFRL1	0.5298554368321811	0.3932792390354121	0.5252985543683217
pct	RPL23AP64	0.5298554368321811	0.3930845795074924	0.44956002514142046
rz	ARID4A	0.5298554368321811	0.391770846580058	0.48287240729101194
z	BHLHE41	0.5298554368321811	0.38979879434909925	0.4919861722187303
rz	RHPN1	0.5298554368321811	0.38850110135119387	0.46967316153362665
pct	SOS1	0.5298554368321811	0.3860423142164153	0.5850094280326839
pct	RPLP0P2	0.5298554368321811	0.3853787528007826	0.5518541797611565
rz	WDR17	0.5298554368321811	0.38490297775977284	0.48632935260842236
z	KRT6B	0.5298554368321811	0.3837954621318498	0.40147705845380266
rz	ANKIB1	0.5298554368321811	0.3835184738279564	0.5285983658076682
z	NF2	0.5298554368321811	0.38199980201497674	0.4869578881206788
pct	HCFC1	0.5298554368321811	0.3814318154661269	0.48287240729101194
pct	LINC00941	0.5298554368321811	0.38137159035438156	0.47721558768070393
pct	CASP3	0.5298554368321811	0.38064790247021923	0.5218416090509114
rz	SPECC1	0.5298554368321811	0.37924499851885063	0.5226272784412319
z	ARL6	0.5298554368321811	0.3786022261437023	0.45018856065367696
pct	C2orf42	0.5298554368321811	0.377487284362483	0.4618164676304211
z	TRAPPC4	0.5298554368321811	0.376134684472131	0.5201131363922061
z	ALKBH8	0.5298554368321811	0.3755188498172345	0.47910119421747327
z	ABCC8	0.5298554368321811	0.37375092858928816	0.4904148334380892
z	RORC	0.5298554368321811	0.37056702314748724	0.5826524198617222
z	TRPV3	0.5298554368321811	0.3700246206510275	0.5537397862979259
z	CCNYL1	0.5298554368321811	0.3668946955391117	0.5942803268384664
pct	ACSM2A	0.529855436832181	0.4518224246613459	0.41357636706473916
z	MSX2P1	0.529855436832181	0.4380975236284851	0.5238843494657448
rz	SRSF5	0.529855436832181	0.43446079612184146	0.47093023255813954
pct	CACNA1C-AS4	0.529855436832181	0.43025742100348846	0.4633878064110622
pct	KRTAP20-3	0.529855436832181	0.4277976545418406	0.5175989943431805
pct	TMEM38A	0.529855436832181	0.4249253478930761	0.4792583280955374
pct	ZNF394	0.529855436832181	0.4198821434996145	0.4593023255813954
pct	HSPD1	0.529855436832181	0.4162389511048006	0.5160276555625393
rz	SOWAHC	0.529855436832181	0.41358781380946424	0.552639849151477
pct	ABCB10	0.529855436832181	0.41078468628449283	0.5615964802011313
rz	LSM12	0.529855436832181	0.4062408739582166	0.43117536140791957
z	PTS	0.529855436832181	0.40199565231910683	0.5034569453174105
pct	SLC43A2	0.529855436832181	0.4008844627253686	0.5102137020741672
pct	CDH5	0.529855436832181	0.3998548436904301	0.44343180389692016
pct	SLC2A14	0.529855436832181	0.3974891698412088	0.46857322438717786
rz	PHRF1	0.529855436832181	0.39615349237499886	0.5309553739786297
rz	CRIPT	0.529855436832181	0.39259480402263713	0.5579824010056568
z	OR52B4	0.529855436832181	0.3920224102517739	0.5861093651791326
pct	PRSS33	0.529855436832181	0.3914809754581428	0.35873664362036456
rz	CACNA1B	0.529855436832181	0.39051567796930803	0.3801068510370836
pct	ACOX1	0.529855436832181	0.39031212263586007	0.36470773098680076
pct	CROCC	0.529855436832181	0.38782330047998126	0.4168761785040855
rz	SPDYE5	0.529855436832181	0.3866356022951941	0.43526084223758643
rz	TTLL2	0.529855436832181	0.3826277082091036	0.5298554368321811
pct	GNG12-AS1	0.529855436832181	0.3767046087574997	0.40681961030798236
z	RASSF10	0.529855436832181	0.37658508861769524	0.5058139534883721
z	HKDC1	0.529855436832181	0.3693569473305929	0.464487743557511
z	LINC01239	0.529855436832181	0.36115725991849806	0.5845380263984915
pct	ZSCAN23	0.529698302954117	0.40035353431571924	0.4454745443117536
z	COL26A1	0.529698302954117	0.3817288520298291	0.5207416719044626
z	SPINK2	0.5296983029541169	0.4503795225385559	0.5614393463230672
z	TAS2R5	0.5296983029541169	0.43018303691501897	0.42850408548082963
pct	DCLRE1B	0.5296983029541169	0.40425659183797336	0.4300754242614707
z	DNASE1L2	0.5296983029541169	0.40240228094205793	0.5342551854179761
rz	KISS1	0.5296983029541169	0.4022362686315408	0.5468258956631049
pct	HS3ST3A1	0.5296983029541169	0.3988867560390911	0.43258956631049655
pct	KIF17	0.5296983029541169	0.3979535468142319	0.48585795097423
rz	SYN2	0.5296983029541169	0.39261143688064065	0.45285983658076684
rz	GALNT6	0.5296983029541169	0.38678464832856474	0.5103708359522313
pct	RNF141	0.5296983029541169	0.38376508813736415	0.4596165933375236
z	KIF1A	0.5296983029541169	0.38279740575731824	0.5339409176618479
rz	LNX1-AS2	0.5296983029541169	0.381941056359661	0.5296983029541169
rz	MIR3662	0.5296983029541169	0.381941056359661	0.5296983029541169
rz	TEKT1	0.5296983029541169	0.381941056359661	0.5296983029541169
pct	PTPRG	0.5296983029541169	0.37780163854333737	0.47014456316781894
pct	GRIK3	0.5296983029541169	0.37381052106197066	0.48884349465744814
rz	DBR1	0.5296983029541169	0.3731330940955152	0.5488686360779385
pct	FAM9C	0.5296983029541168	0.4367530925966248	0.3760213702074167
pct	ZFAND6	0.5296983029541168	0.4083423607555823	0.39817724701445634
pct	RPS21	0.5296983029541168	0.39700844801035584	0.5174418604651163
pct	RPL3	0.5296983029541168	0.3895029868378972	0.47045883092394725
pct	HINT2	0.5296983029541168	0.3870678318092304	0.41844751728472657
pct	ELK1	0.529541169076053	0.4335244915786075	0.4146763042111879
pct	CRYBB2	0.5295411690760529	0.4414784177063054	0.48632935260842236
z	GNMT	0.5295411690760529	0.43886104953924443	0.5252985543683217
z	VWA7	0.5295411690760529	0.4349253441359183	0.4142049025769956
rz	SLC26A7	0.5295411690760529	0.43162416849509017	0.5160276555625393
z	CPM	0.5295411690760529	0.4274975948315992	0.5699245757385292
z	DNAJC8	0.5295411690760529	0.42669572310462134	0.5479258328095538
rz	EIF5A	0.5295411690760529	0.42624549091714103	0.38984915147705845
pct	PDS5B	0.5295411690760529	0.4205155607923747	0.4604022627278441
rz	ADA	0.5295411690760529	0.41819769254850053	0.5347265870521685
pct	C1orf105	0.5295411690760529	0.41711845502831185	0.5051854179761157
rz	FBF1	0.5295411690760529	0.4167024238438774	0.4479886863607794
pct	NF2	0.5295411690760529	0.41528957970712504	0.5399120050282841
pct	TRABD2A	0.5295411690760529	0.4149649306843355	0.5328409805153991
rz	SMAD7	0.5295411690760529	0.40668505474086003	0.4723444374607165
pct	LDHAL6A	0.5295411690760529	0.39793972807941314	0.5615964802011313
z	C1orf198	0.5295411690760529	0.39475745528516215	0.44908862350722817
pct	ECHS1	0.5295411690760529	0.39455620294011834	0.3730358265241986
pct	PIK3R4	0.5295411690760529	0.3900402540668796	0.548240100565682
pct	PPP3R1	0.5295411690760529	0.3882621775129741	0.41656191074795723
rz	LINC01257	0.5295411690760529	0.38749170812395123	0.4214330609679447
z	HSD17B7	0.5295411690760529	0.38370147410703237	0.5702388434946575
rz	OR14I1	0.5295411690760529	0.38319195183411237	0.5295411690760528
z	RNFT2	0.5295411690760529	0.37972077189298165	0.5458830923947203
z	CSNK1G2-AS1	0.5295411690760529	0.375926828391794	0.5061282212445003
z	LMAN2	0.5295411690760529	0.37523069312452084	0.569610307982401
rz	TYRP1	0.5295411690760529	0.3712683116534439	0.5864236329352609
pct	LY6G5B	0.5295411690760529	0.3656167494091099	0.5807668133249528
rz	GRAMD1C	0.5295411690760528	0.46900111758641894	0.48978629792583284
rz	LRP4	0.5295411690760528	0.4645189248297633	0.528441231929604
