method	gene	primary_AUROC	primary_AUPRC	primary_balanced_accuracy
pct	TUBA4B	0.5295411690760528	0.45290777603826493	0.5749528598365807
z	MSRA	0.5295411690760528	0.4505318920723042	0.616436203645506
rz	EIF3E	0.5295411690760528	0.4486811167402211	0.475801382778127
pct	PRR15	0.5295411690760528	0.4397436594371131	0.39142049025769954
z	FFAR2	0.5295411690760528	0.43752505532025593	0.5939660590823381
rz	TGIF2	0.5295411690760528	0.43678203885116307	0.5392834695160277
pct	ZNF668	0.5295411690760528	0.4367245845438847	0.5523255813953488
z	TBRG4	0.5295411690760528	0.4364380273248714	0.46983029541169075
z	YIPF5	0.5295411690760528	0.4322587853100306	0.5336266499057197
z	BRAT1	0.5295411690760528	0.42845050679817687	0.4357322438717788
rz	XPO1	0.5295411690760528	0.42694165536289536	0.556882463859208
pct	PCDHAC1	0.5295411690760528	0.42603695712418665	0.46008799497171593
rz	DNAJC3	0.5295411690760528	0.4259684029826441	0.5876807039597738
z	GTF2H2	0.5295411690760528	0.42457586809300335	0.5942803268384664
pct	CLP1	0.5295411690760528	0.4178893553040628	0.36659333752357004
pct	DIRC3	0.5295411690760528	0.41629073244682213	0.6288497800125707
rz	MAPK12	0.5295411690760528	0.4144523182537677	0.4307039597737272
z	CALML4	0.5295411690760528	0.41064460143102444	0.5436832181018227
pct	CCDC152	0.5295411690760528	0.4106015971515947	0.5238843494657448
z	EML5	0.5295411690760528	0.40826699589022664	0.5402262727844124
pct	GATA5	0.5295411690760528	0.40736876595943117	0.5089566310496543
z	TTC14	0.5295411690760528	0.4048479642263293	0.5564110622250157
rz	IQCB1	0.5295411690760528	0.40465758174291744	0.41499057196731615
z	IQCB1	0.5295411690760528	0.4036910389048808	0.4333752357008171
pct	REEP4	0.5295411690760528	0.399744933582801	0.49937146448774355
z	ASB14	0.5295411690760528	0.39880877612675114	0.5317410433689503
rz	ARSG	0.5295411690760528	0.3981711979129857	0.5650534255185418
rz	CSDE1	0.5295411690760528	0.39727254418965124	0.49292897548711506
z	PPM1A	0.5295411690760528	0.3953899457222631	0.4783155248271528
z	FREM3	0.5295411690760528	0.39505522760340556	0.41986172218730355
rz	DIRC3	0.5295411690760528	0.3933757973121878	0.5199560025141421
rz	GPT	0.5295411690760528	0.3917726236219148	0.46951602765556255
rz	FOXA3	0.5295411690760528	0.38841703311847986	0.49795725958516657
z	HLA-F-AS1	0.5295411690760528	0.3865587212449416	0.5439974858579509
pct	ENPP5	0.5295411690760528	0.385943822725332	0.4344751728472659
z	GPR39	0.5295411690760528	0.3850040221027239	0.5612822124450032
rz	CCDC166	0.5295411690760528	0.38328890523026016	0.38387806411062225
pct	C1orf210	0.5295411690760528	0.38016301292279925	0.5688246385920805
z	HARS2	0.5295411690760528	0.3799317221248169	0.5106851037083595
rz	SLC25A29	0.5295411690760528	0.3782841130833119	0.4296040226272784
pct	AUH	0.5295411690760528	0.3771706463033424	0.6026084223758643
pct	TSC1	0.5295411690760528	0.37685390704262267	0.5886235072281584
z	FAM228A	0.5295411690760528	0.3732513471606693	0.5612822124450032
z	CACUL1	0.5295411690760528	0.372010596829753	0.5523255813953488
pct	ME2	0.5295411690760528	0.3716145375738952	0.4607165304839724
pct	SPATA25	0.5295411690760528	0.37104033369273315	0.5177561282212445
rz	GTF2I	0.5295411690760528	0.36638697130061426	0.5961659333752357
rz	GPR4	0.5295411690760528	0.36479198682748676	0.5274984286612193
z	HAR1A	0.5293840351979887	0.4515535030326398	0.5157133878064111
z	ANKS4B	0.5293840351979887	0.4373495853599311	0.5947517284726587
pct	LINC00870	0.5293840351979887	0.4302456406670624	0.5111565053425519
pct	SNAP25-AS1	0.5293840351979887	0.42282204173369076	0.5689817724701446
pct	DDIT4	0.5293840351979887	0.42130412761907554	0.48978629792583284
rz	MMP24	0.5293840351979887	0.4209641524931237	0.4522313010685104
pct	ASB4	0.5293840351979887	0.4184830965830434	0.5839094908862351
z	PGLYRP1	0.5293840351979887	0.41354021418148607	0.5614393463230672
pct	RXFP2	0.5293840351979887	0.40207169117096453	0.5061282212445003
pct	OVOL3	0.5293840351979887	0.3950179296201457	0.5252985543683217
pct	INHBA-AS1	0.5293840351979887	0.3943955746776655	0.5196417347580138
rz	AKR1B10	0.5293840351979887	0.3916162244846041	0.5260842237586424
rz	IGFL3	0.5293840351979887	0.3906186739441162	0.4896291640477687
z	KLHL33	0.5293840351979887	0.38791069452970545	0.3801068510370836
pct	MID2	0.5293840351979887	0.38509409682796125	0.41829038340666247
z	GLP1R	0.5293840351979886	0.4113498384293056	0.4558453802639849
pct	SLIT2	0.5293840351979886	0.4022840868922113	0.5053425518541798
z	MIR4737	0.5293840351979886	0.3945005253144788	0.5163419233186675
pct	SATB1	0.5293840351979886	0.3931970672713956	0.3403519798868636
pct	GEM	0.5293840351979886	0.3928618115868372	0.4333752357008171
pct	KCND3	0.5293840351979886	0.38376226193685853	0.5628535512256443
z	MAP4K2	0.5292269013199247	0.4741580439241309	0.4916719044626021
z	PLK4	0.5292269013199247	0.443844689730755	0.39142049025769954
pct	SPEF2	0.5292269013199247	0.44127432229694386	0.5864236329352609
z	FAM199X	0.5292269013199247	0.4380839349966444	0.6142363293526084
rz	FAF1	0.5292269013199247	0.4209393824524503	0.5947517284726587
pct	MTCP1	0.5292269013199247	0.4141710271492228	0.5548397234443746
pct	NPAS3	0.5292269013199247	0.39759451554511654	0.5196417347580138
rz	OR7E14P	0.5292269013199247	0.3893523804028359	0.5325267127592709
pct	HMG20A	0.5292269013199247	0.38388886637210184	0.504242614707731
z	SNAI1	0.5292269013199247	0.381710576389294	0.5413262099308611
z	SESN1	0.5292269013199247	0.3810174263597757	0.5664676304211188
rz	LRRC28	0.5292269013199247	0.38038198858996825	0.4967001885606537
pct	NUDT19	0.5292269013199246	0.47571126592137786	0.4776869893148963
z	TSNAX-DISC1	0.5292269013199246	0.46820238694416993	0.5516970458830924
rz	MAP2K3	0.5292269013199246	0.467808285954416	0.5633249528598365
pct	CCNA2	0.5292269013199246	0.4610468616485042	0.3703645505971087
z	DBF4B	0.5292269013199246	0.4609910879000105	0.46873035826524195
rz	KCNS3	0.5292269013199246	0.4554825977048486	0.5381835323695788
z	IL1RAPL1	0.5292269013199246	0.4551680922606012	0.5273412947831553
z	POU2F1	0.5292269013199246	0.44226870245752503	0.5257699560025142
z	CLIC1	0.5292269013199246	0.4421814255107829	0.5634820867379007
z	PLAA	0.5292269013199246	0.43798253845586144	0.4439032055311125
rz	BCL7A	0.5292269013199246	0.43288682657189353	0.5245128849780013
z	THOC5	0.5292269013199246	0.43130254332299983	0.3879635449402891
pct	TMEM43	0.5292269013199246	0.4280094071154788	0.5304839723444374
rz	SRM	0.5292269013199246	0.42686023103308	0.5685103708359522
z	THAP7-AS1	0.5292269013199246	0.4240654997497572	0.4974858579509742
z	PPM1D	0.5292269013199246	0.421676613992346	0.5373978629792584
pct	ZNF396	0.5292269013199246	0.42084269276220937	0.5212130735386549
rz	ECSIT	0.5292269013199246	0.4207403486684836	0.4626021370207417
pct	IGF2-AS	0.5292269013199246	0.42058589386838974	0.5592394720301697
z	PEG10	0.5292269013199246	0.41975394338447974	0.5339409176618479
rz	PDS5B	0.5292269013199246	0.4188001089554472	0.5073852922690132
rz	FZD3	0.5292269013199246	0.4176655604367566	0.4822438717787555
pct	PGPEP1L	0.5292269013199246	0.41650886980187696	0.5400691389063482
z	SNRPF	0.5292269013199246	0.41627075448318274	0.48130106851037086
pct	FGF16	0.5292269013199246	0.41385934623504905	0.4390320553111251
z	ZFAND3	0.5292269013199246	0.4138294952527699	0.5248271527341295
pct	CNGB1	0.5292269013199246	0.409851696169817	0.5666247642991828
pct	CRYGN	0.5292269013199246	0.4091636765674088	0.424732872407291
z	CIB1	0.5292269013199246	0.4052729183025137	0.4333752357008171
z	RNF113A	0.5292269013199246	0.4033683397058049	0.5458830923947203
pct	OSTF1	0.5292269013199246	0.4027226585824066	0.49827152734129476
rz	NDUFS6	0.5292269013199246	0.40172951893193987	0.4896291640477687
pct	CAMKMT	0.5292269013199246	0.401092334498181	0.4866436203645506
rz	KCNJ6	0.5292269013199246	0.3993765836609011	0.4555311125078567
z	WDR35	0.5292269013199246	0.396977784140179	0.5433689503456945
z	PPP1R3E	0.5292269013199246	0.39565723852720464	0.504242614707731
z	ZNF853	0.5292269013199246	0.3952549196825508	0.47093023255813954
z	PTH2R	0.5292269013199246	0.39519238383064054	0.4841294783155248
rz	TRAP1	0.5292269013199246	0.39344907181444067	0.48208673790069134
pct	PRICKLE3	0.5292269013199246	0.3934463765154545	0.4506599622878693
rz	SP8	0.5292269013199246	0.39307505936702325	0.4274041483343809
pct	MVP	0.5292269013199246	0.3929083561242771	0.548240100565682
rz	KCNJ13	0.5292269013199246	0.38909871346877645	0.5664676304211188
pct	ZNF195	0.5292269013199246	0.38844403084865364	0.390634820867379
pct	HOXD10	0.5292269013199246	0.3881995578175572	0.5361407919547454
rz	GIP	0.5292269013199246	0.38600675809978136	0.5292269013199246
rz	GOT1L1	0.5292269013199246	0.38600675809978136	0.5292269013199246
rz	NEUROD1	0.5292269013199246	0.38600675809978136	0.5292269013199246
rz	TBC1D3H	0.5292269013199246	0.38600675809978136	0.5292269013199246
pct	DES	0.5292269013199246	0.38491919421603354	0.5279698302954117
z	TPGS2	0.5292269013199246	0.383661930773685	0.4277184160905091
rz	UBR5	0.5292269013199246	0.38153561377356604	0.5267127592708989
pct	EIF4EBP3	0.5292269013199246	0.3806602834976903	0.4120050282840981
pct	ZDHHC21	0.5292269013199246	0.3800245931330848	0.5650534255185418
z	CACNG8	0.5292269013199246	0.37748001350672133	0.5628535512256443
pct	MERTK	0.5292269013199246	0.3773032790088857	0.552639849151477
z	NRBF2	0.5292269013199246	0.37727858922175583	0.5128849780012571
rz	TYRO3P	0.5292269013199246	0.3770292536474227	0.4577309868007542
pct	ZPR1	0.5292269013199246	0.37672883694300824	0.5223130106851037
z	EDC3	0.5292269013199244	0.4500517176033586	0.5419547454431175
z	HECTD1	0.5292269013199244	0.40421700541204125	0.4919861722187303
z	HSD17B2	0.5292269013199244	0.40147560998329734	0.5455688246385921
z	FUT2	0.5292269013199244	0.36475416325665955	0.49481458202388434
z	ENDOU	0.5290697674418606	0.37047088714510934	0.549654305468259
pct	MADCAM1	0.5290697674418605	0.42327273132252125	0.36926461345066
z	MYADML2	0.5290697674418605	0.41982000561460164	0.5479258328095538
rz	NKAIN2	0.5290697674418605	0.41810548823357857	0.5722815839094909
z	BPIFB1	0.5290697674418605	0.41272006882036294	0.4307039597737272
z	SNORA33	0.5290697674418605	0.40532836267495304	0.3928346951602766
rz	MAPK15	0.5290697674418605	0.39937479461251835	0.5362979258328096
rz	EDDM3A	0.5290697674418605	0.3986796406451427	0.4269327467001886
rz	CC2D2B	0.5290697674418605	0.3948517868998427	0.44987429289754866
rz	KRTAP3-2	0.5290697674418605	0.3939033260873471	0.37932118164676304
rz	C8orf34	0.5290697674418605	0.39342360217805256	0.4420175989943432
pct	TOP1P1	0.5290697674418605	0.3908148040721998	0.4608736643620364
rz	PARGP1	0.5290697674418605	0.38915117887680206	0.4558453802639849
z	LMO3	0.5290697674418605	0.3866404464832019	0.4641734758013828
pct	PXT1	0.5290697674418605	0.37874672120420405	0.5455688246385921
pct	FOXD4L5	0.5290697674418604	0.4581072284828427	0.573852922690132
pct	PCDHA6	0.5290697674418604	0.43885605250523835	0.5190131992457574
rz	GFAP	0.5290697674418604	0.4335325904259481	0.5872093023255813
pct	TMEFF2	0.5290697674418604	0.407879034367606	0.4849151477058454
rz	KLF16	0.5290697674418604	0.4023800619914273	0.4753299811439346
pct	UBXN10	0.5290697674418604	0.39717946236309554	0.5234129478315525
pct	OAZ2	0.5290697674418604	0.39245924262212317	0.3606222501571339
pct	RPL24	0.5290697674418604	0.3914753743551015	0.4787869264613451
pct	SLC26A3	0.5290697674418604	0.38792358722651743	0.4626021370207417
rz	PCDHGB7	0.5290697674418604	0.3876353114277001	0.5707102451288497
pct	ZFP30	0.5290697674418604	0.3867418716800094	0.4423318667504714
pct	PDCD10	0.5290697674418604	0.38536561947514203	0.46857322438717786
rz	SYT16	0.5290697674418604	0.38481174132775714	0.38497800125707105
rz	RUSC1-AS1	0.5290697674418604	0.38468036729792665	0.5751099937146449
pct	CTAGE7P	0.5290697674418604	0.3815977879117372	0.4338466373350094
pct	TMEM132A	0.5289126335637965	0.39843822741538193	0.559553739786298
pct	APC	0.5289126335637965	0.3962686882830919	0.5406976744186047
z	MICU1	0.5289126335637965	0.39387277275745924	0.49827152734129476
rz	USP20	0.5289126335637964	0.46116567340784637	0.4968573224387178
rz	MTIF2	0.5289126335637964	0.4555512896559044	0.5419547454431175
z	DCAF12	0.5289126335637964	0.4416650680135552	0.49827152734129476
rz	NACC1	0.5289126335637964	0.43975076069155	0.5207416719044626
pct	USP2-AS1	0.5289126335637964	0.4392756018919966	0.48900062853551224
pct	DDX1	0.5289126335637964	0.43154939378905166	0.4406033940917662
z	CDKL1	0.5289126335637964	0.42721381932208935	0.42708988057825265
pct	ESCO2	0.5289126335637964	0.4266063694183136	0.5204274041483344
z	INTU	0.5289126335637964	0.4249524636788398	0.37335009428032684
rz	NRTN	0.5289126335637964	0.42253670422248457	0.4450031426775613
rz	NPR2	0.5289126335637964	0.42180705394504336	0.4963859208045255
pct	EFNA2	0.5289126335637964	0.4212977800036037	0.45600251414204906
z	HEXB	0.5289126335637964	0.42084171519374053	0.5238843494657448
rz	ESCO2	0.5289126335637964	0.4190214939417365	0.42096165933375235
pct	CCDC106	0.5289126335637964	0.4157819429773487	0.5436832181018227
pct	ERVV-1	0.5289126335637964	0.41408564032378686	0.5480829666876178
pct	FOXA1	0.5289126335637964	0.41384880280163483	0.42096165933375235
pct	MT1G	0.5289126335637964	0.4132615819951423	0.562539283469516
rz	SRP9	0.5289126335637964	0.41258493702278976	0.4800439974858579
z	INGX	0.5289126335637964	0.4120647652077975	0.4168761785040855
pct	HTRA2	0.5289126335637964	0.4119540919457069	0.5263984915147706
z	RHOG	0.5289126335637964	0.41092559643198723	0.4390320553111251
z	UBL5	0.5289126335637964	0.40973554898947634	0.5707102451288497
pct	TCF3	0.5289126335637964	0.4093732327122011	0.4676304211187932
pct	MAPRE2	0.5289126335637964	0.4079100244463888	0.44123192960402263
z	MAP1LC3B	0.5289126335637964	0.4067936992976276	0.49827152734129476
rz	STXBP3	0.5289126335637964	0.4065814826683935	0.48287240729101194
pct	EIF3C	0.5289126335637964	0.406223945469728	0.4179761156505343
rz	ACYP2	0.5289126335637964	0.40609319685118356	0.5680389692017599
z	FAM20C	0.5289126335637964	0.4046069353583271	0.4390320553111251
pct	RPL41	0.5289126335637964	0.40059082456797757	0.4241043368950346
rz	CMTR2	0.5289126335637964	0.3979298588781943	0.5317410433689503
rz	ZNF215	0.5289126335637964	0.3973161211035359	0.5658390949088623
z	POM121	0.5289126335637964	0.3969070869105777	0.5452545568824638
pct	CAPN8	0.5289126335637964	0.39539914718080255	0.5620678818353237
rz	KLHL22	0.5289126335637964	0.3953341131063187	0.5793526084223759
rz	BST1	0.5289126335637964	0.39381806002196423	0.5499685732243872
pct	GPR157	0.5289126335637964	0.393477611671755	0.5317410433689503
pct	TOE1	0.5289126335637964	0.3921880999144374	0.5507542426147077
z	BTF3L4	0.5289126335637964	0.3921439521888269	0.5631678189817725
pct	MCM3AP-AS1	0.5289126335637964	0.3916058294559822	0.51414204902577
pct	AK1	0.5289126335637964	0.38914479447296546	0.5823381521055939
rz	FHAD1	0.5289126335637964	0.38888923987141244	0.4739157762413576
z	MYSM1	0.5289126335637964	0.3875242437587896	0.47313010685103707
pct	MAPK12	0.5289126335637964	0.38529181151263453	0.464487743557511
rz	ABHD14A	0.5289126335637964	0.3851371863309645	0.5113136392206159
pct	ACRV1	0.5289126335637964	0.3850042444905584	0.5366121935889377
pct	AP3M1	0.5289126335637964	0.38466449005335446	0.40147705845380266
pct	ANKDD1A	0.5289126335637964	0.3826574682934428	0.5688246385920805
pct	ALKBH8	0.5289126335637964	0.3817943761577437	0.5218416090509114
pct	DCST2	0.5289126335637964	0.3816429501518075	0.47124450031426773
pct	ARL6	0.5289126335637964	0.3814358464977873	0.5229415461973601
rz	DNAJC13	0.5289126335637964	0.3812838626440644	0.4626021370207417
pct	THEM5	0.5289126335637964	0.38057802172355204	0.39660590823381525
pct	SART3	0.5289126335637964	0.3800165178981827	0.5653676932746701
pct	BRWD1	0.5289126335637964	0.3791988023874809	0.4660590823381521
pct	DIS3	0.5289126335637964	0.3789690130787762	0.48742928975487115
pct	GLS	0.5289126335637964	0.37776969953159256	0.6070081709616593
z	TSC1	0.5289126335637964	0.376855407884755	0.5102137020741672
rz	TSC1	0.5289126335637964	0.3744142686074078	0.5604965430546827
pct	FAIM2	0.5289126335637964	0.3737578504310636	0.4963859208045255
rz	RNF214	0.5289126335637964	0.37188318717603464	0.5518541797611565
pct	LIPI	0.5289126335637963	0.40923820898005775	0.4214330609679447
z	KRT2	0.5289126335637963	0.40155053547330377	0.5817096165933375
pct	LSAMP	0.5289126335637963	0.4015160628302612	0.4638592080452546
pct	ZNF30	0.5289126335637963	0.3937184003146676	0.49984286612193585
rz	CILP	0.5289126335637963	0.3888938200970782	0.5534255185417976
pct	METTL5	0.5289126335637963	0.38214394716640065	0.5934946574481458
rz	DNAJA1P5	0.5289126335637963	0.38148569776476754	0.5289126335637964
rz	LY6G6E	0.5289126335637963	0.38148569776476754	0.5289126335637964
rz	MIR3117	0.5289126335637963	0.38148569776476754	0.5289126335637964
rz	MIR4484	0.5289126335637963	0.38148569776476754	0.5289126335637964
rz	MIR5693	0.5289126335637963	0.38148569776476754	0.5289126335637964
rz	OR14C36	0.5289126335637963	0.38148569776476754	0.5289126335637964
rz	SPATA31D3	0.5289126335637963	0.38148569776476754	0.5289126335637964
rz	ZNF32-AS3	0.5289126335637963	0.38148569776476754	0.5289126335637964
z	ADAMTSL1	0.5289126335637963	0.37944856646942987	0.5301697045883093
rz	ZNF780A	0.5289126335637963	0.3709927588319729	0.5323695788812068
rz	SIRT6	0.5287554996857323	0.43332897416486493	0.5504399748585795
pct	TOB2P1	0.5287554996857323	0.41016816566178715	0.4739157762413576
pct	PVT1	0.5287554996857323	0.3893395513315045	0.5634820867379007
z	SIGLEC12	0.5287554996857322	0.45804002345645367	0.5576681332495286
z	GPR146	0.5287554996857322	0.4461015925085016	0.5216844751728473
pct	CCDC83	0.5287554996857322	0.4261808064247587	0.3785355122564425
pct	STX1B	0.5287554996857322	0.4221643039399714	0.43117536140791957
rz	PRKY	0.5287554996857322	0.40792296553048396	0.49340037712130735
z	TEKT4	0.5287554996857322	0.40696029381607557	0.48020113136392206
z	CALB1	0.5287554996857322	0.40041977712294646	0.5344123192960402
pct	KCNJ6	0.5287554996857322	0.39924296527531966	0.3801068510370836
rz	ZNF815P	0.5287554996857322	0.39857929282377447	0.538340666247643
pct	ZNF737	0.5287554996857322	0.38528233970203696	0.4668447517284727
rz	APOC4-APOC2	0.5287554996857322	0.3771745396672611	0.5650534255185418
pct	KCNS3	0.5285983658076682	0.47064726567863396	0.5381835323695788
rz	CKAP5	0.5285983658076682	0.45254148608851047	0.436046511627907
z	KIF27	0.5285983658076682	0.4484982131017816	0.43714644877435577
pct	RHBDL2	0.5285983658076682	0.4404625793286092	0.5516970458830924
pct	HMBS	0.5285983658076682	0.43866231784893744	0.5182275298554369
pct	ZSCAN25	0.5285983658076682	0.4358424421372247	0.4555311125078567
rz	DEGS1	0.5285983658076682	0.43135051802655944	0.4693588937774984
pct	SPATA17	0.5285983658076682	0.4312408446143998	0.5160276555625393
rz	MORF4L2	0.5285983658076682	0.42658116473061425	0.3951917033312382
pct	DBX2	0.5285983658076682	0.42215006816471845	0.5369264613450659
