context_id	context_type	source_context	endpoint	model_name	threshold_policy	n_samples	n_responders	n_nonresponders	prevalence	n_predicted_high	threshold_min	threshold_median	threshold_max	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept
primary_lodo|primary_recist|melanoma_core_high_evidence	standard_context	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	locked_or_training_fold_threshold	117	43	74	0.36752136752136755	54	0.4098010472881599	0.4360491969306495	0.7106589134139443	0.7049025769956003	0.5584727461504684	0.6131363922061597	0.6153846153846154	0.21883422945563896	0.5360824742268041	0.6046511627906976	0.6216216216216216	0.48148148148148145	0.7301587301587301	0.250038321836014	0.2348619118541941	0.34458391126365906	-0.6044426196350922
primary_lodo|primary_recist|melanoma_core_high_evidence	standard_context	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	fixed_0.25	117	43	74	0.36752136752136755	77	0.25	0.25	0.25	0.7049025769956003	0.5584727461504684	0.6415776241357637	0.5897435897435898	0.287805669630809	0.6	0.8372093023255814	0.44594594594594594	0.4675324675324675	0.825	0.250038321836014	0.2348619118541941	0.34458391126365906	-0.6044426196350922
primary_lodo|primary_recist|melanoma_core_high_evidence	standard_context	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	fixed_0.50	117	43	74	0.36752136752136755	54	0.5	0.5	0.5	0.7049025769956003	0.5584727461504684	0.6315210559396606	0.6324786324786325	0.25439479174218027	0.5567010309278351	0.627906976744186	0.6351351351351351	0.5	0.746031746031746	0.250038321836014	0.2348619118541941	0.34458391126365906	-0.6044426196350922
primary_lodo|primary_recist|melanoma_core_high_evidence	standard_context	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	fixed_0.75	117	43	74	0.36752136752136755	37	0.75	0.75	0.75	0.7049025769956003	0.5584727461504684	0.6544626021370208	0.6923076923076923	0.32030046904967235	0.55	0.5116279069767442	0.7972972972972973	0.5945945945945946	0.7375	0.250038321836014	0.2348619118541941	0.34458391126365906	-0.6044426196350922
primary_lodo|primary_recist|melanoma_recist_supported_primary	standard_context	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	locked_or_training_fold_threshold	131	51	80	0.3893129770992366	62	0.368668376493705	0.4209547786696646	0.6731694744274304	0.6845588235294118	0.5804730202048082	0.5941176470588235	0.5954198473282443	0.18382761318786953	0.5309734513274337	0.5882352941176471	0.6	0.4838709677419355	0.6956521739130435	0.2599313770648727	0.23858416431842683	0.3140888852438914	-0.4888824417688474
primary_lodo|primary_recist|melanoma_recist_supported_primary	standard_context	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	fixed_0.25	131	51	80	0.3893129770992366	84	0.25	0.25	0.25	0.6845588235294118	0.5804730202048082	0.6011029411764706	0.5648854961832062	0.20555843142223112	0.5777777777777777	0.7647058823529411	0.4375	0.4642857142857143	0.7446808510638298	0.2599313770648727	0.23858416431842683	0.3140888852438914	-0.4888824417688474
primary_lodo|primary_recist|melanoma_recist_supported_primary	standard_context	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	fixed_0.50	131	51	80	0.3893129770992366	59	0.5	0.5	0.5	0.6845588235294118	0.5804730202048082	0.6128676470588235	0.6183206106870229	0.22122657444712313	0.5454545454545454	0.5882352941176471	0.6375	0.5084745762711864	0.7083333333333334	0.2599313770648727	0.23858416431842683	0.3140888852438914	-0.4888824417688474
primary_lodo|primary_recist|melanoma_recist_supported_primary	standard_context	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	fixed_0.75	131	51	80	0.3893129770992366	40	0.75	0.75	0.75	0.6845588235294118	0.5804730202048082	0.6352941176470588	0.6717557251908397	0.2864760368958956	0.5274725274725275	0.47058823529411764	0.8	0.6	0.7032967032967034	0.2599313770648727	0.23858416431842683	0.3140888852438914	-0.4888824417688474
locked_external|strict_recist|strict_melanoma_pd1_like_pooled	predeclared_strict_external_pool	locked_external	strict_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	116	56	60	0.4827586206896552	55	0.4464485197217447	0.4464485197217447	0.4464485197217447	0.5711309523809525	0.6000889801278199	0.5422619047619048	0.5431034482758621	0.08458676953963362	0.5225225225225225	0.5178571428571429	0.5666666666666667	0.5272727272727272	0.5573770491803278	0.252680348780019	0.1076071819952429	0.44807676875783325	-0.028507689002561017
locked_external|strict_recist|strict_melanoma_pd1_like_pooled	predeclared_strict_external_pool	locked_external	strict_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.25	116	56	60	0.4827586206896552	112	0.25	0.25	0.25	0.5711309523809525	0.6000889801278199	0.5333333333333333	0.5172413793103449	0.18257418583505539	0.6666666666666666	1.0	0.06666666666666667	0.5	1.0	0.252680348780019	0.1076071819952429	0.44807676875783325	-0.028507689002561017
locked_external|strict_recist|strict_melanoma_pd1_like_pooled	predeclared_strict_external_pool	locked_external	strict_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.50	116	56	60	0.4827586206896552	43	0.5	0.5	0.5	0.5711309523809525	0.6000889801278199	0.5386904761904762	0.5431034482758621	0.08005861109383058	0.46464646464646464	0.4107142857142857	0.6666666666666666	0.5348837209302325	0.547945205479452	0.252680348780019	0.1076071819952429	0.44807676875783325	-0.028507689002561017
locked_external|strict_recist|strict_melanoma_pd1_like_pooled	predeclared_strict_external_pool	locked_external	strict_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.75	116	56	60	0.4827586206896552	7	0.75	0.75	0.75	0.5711309523809525	0.6000889801278199	0.5452380952380952	0.5603448275862069	0.18986358455529587	0.19047619047619047	0.10714285714285714	0.9833333333333333	0.8571428571428571	0.5412844036697247	0.252680348780019	0.1076071819952429	0.44807676875783325	-0.028507689002561017
locked_external|clinical_benefit|all_target_rows	endpoint_pooled	locked_external	clinical_benefit	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	256	153	103	0.59765625	134	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.6043530680880767	0.7138764462909699	0.5642807284726188	0.56640625	0.12622424995973028	0.6132404181184669	0.5751633986928104	0.5533980582524272	0.6567164179104478	0.4672131147540984	0.24139488411018756	0.09458130968360476	0.864054250998925	0.3991764740349474
locked_external|clinical_benefit|all_target_rows	endpoint_pooled	locked_external	clinical_benefit	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.25	256	153	103	0.59765625	256	0.25	0.25	0.25	0.6043530680880767	0.7138764462909699	0.5	0.59765625	0.0	0.7481662591687042	1.0	0.0	0.59765625		0.24139488411018756	0.09458130968360476	0.864054250998925	0.3991764740349474
locked_external|clinical_benefit|all_target_rows	endpoint_pooled	locked_external	clinical_benefit	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.50	256	153	103	0.59765625	120	0.5	0.5	0.5	0.6043530680880767	0.7138764462909699	0.5753854940034266	0.56640625	0.14815695082401076	0.5934065934065934	0.5294117647058824	0.6213592233009708	0.675	0.47058823529411764	0.24139488411018756	0.09458130968360476	0.864054250998925	0.3991764740349474
locked_external|clinical_benefit|all_target_rows	endpoint_pooled	locked_external	clinical_benefit	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.75	256	153	103	0.59765625	5	0.75	0.75	0.75	0.6043530680880767	0.7138764462909699	0.5163398692810458	0.421875	0.11580332743493035	0.06329113924050633	0.032679738562091505	1.0	1.0	0.4103585657370518	0.24139488411018756	0.09458130968360476	0.864054250998925	0.3991764740349474
locked_external|primary_recist|all_target_rows	endpoint_pooled	locked_external	primary_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	256	105	151	0.41015625	143	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5766635130873542	0.536725241016395	0.5350993377483444	0.5234375	0.06953521481861506	0.5080645161290323	0.6	0.47019867549668876	0.4405594405594406	0.6283185840707964	0.25068057441588043	0.10733106456086629	0.4322938666141484	-0.34364158242428167
locked_external|primary_recist|all_target_rows	endpoint_pooled	locked_external	primary_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.25	256	105	151	0.41015625	243	0.25	0.25	0.25	0.5766635130873542	0.536725241016395	0.5107537054556922	0.4296875	0.048183289129199516	0.5804597701149425	0.9619047619047619	0.059602649006622516	0.4156378600823045	0.6923076923076923	0.25068057441588043	0.10733106456086629	0.4322938666141484	-0.34364158242428167
locked_external|primary_recist|all_target_rows	endpoint_pooled	locked_external	primary_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.50	256	105	151	0.41015625	107	0.5	0.5	0.5	0.5766635130873542	0.536725241016395	0.5574266792809839	0.5703125	0.1145359439875358	0.4811320754716981	0.4857142857142857	0.6291390728476821	0.4766355140186916	0.6375838926174496	0.25068057441588043	0.10733106456086629	0.4322938666141484	-0.34364158242428167
locked_external|primary_recist|all_target_rows	endpoint_pooled	locked_external	primary_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.75	256	105	151	0.41015625	14	0.75	0.75	0.75	0.5766635130873542	0.536725241016395	0.5424471775465153	0.62109375	0.18364970534279876	0.18487394957983194	0.10476190476190476	0.9801324503311258	0.7857142857142857	0.6115702479338843	0.25068057441588043	0.10733106456086629	0.4322938666141484	-0.34364158242428167
locked_external|strict_recist|all_target_rows	endpoint_pooled	locked_external	strict_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	206	103	103	0.5	109	0.4464485197217447	0.4464485197217447	0.4464485197217447	0.6096710340277124	0.6490279332593877	0.5631067961165048	0.5631067961165048	0.1264282819232519	0.5754716981132075	0.5922330097087378	0.5339805825242718	0.5596330275229358	0.5670103092783505	0.24416958931393526	0.07674510271127506	0.5922208512664515	0.04700679988842425
locked_external|strict_recist|all_target_rows	endpoint_pooled	locked_external	strict_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.25	206	103	103	0.5	196	0.25	0.25	0.25	0.6096710340277124	0.6490279332593877	0.5097087378640777	0.5097087378640777	0.04517539514526256	0.6622073578595318	0.9611650485436893	0.05825242718446602	0.5051020408163265	0.6	0.24416958931393526	0.07674510271127506	0.5922208512664515	0.04700679988842425
locked_external|strict_recist|all_target_rows	endpoint_pooled	locked_external	strict_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.50	206	103	103	0.5	84	0.5	0.5	0.5	0.6096710340277124	0.6490279332593877	0.5776699029126213	0.5776699029126213	0.15805215593871993	0.5347593582887701	0.4854368932038835	0.6699029126213593	0.5952380952380952	0.5655737704918032	0.24416958931393526	0.07674510271127506	0.5922208512664515	0.04700679988842425
locked_external|strict_recist|all_target_rows	endpoint_pooled	locked_external	strict_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	fixed_0.75	206	103	103	0.5	13	0.75	0.75	0.75	0.6096710340277124	0.6490279332593877	0.5533980582524272	0.5533980582524272	0.2196050660024713	0.20689655172413793	0.11650485436893204	0.9902912621359223	0.9230769230769231	0.5284974093264249	0.24416958931393526	0.07674510271127506	0.5922208512664515	0.04700679988842425
primary_lodo|primary_recist|all_target_rows	endpoint_pooled	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	locked_or_training_fold_threshold	248	94	154	0.3790322580645161	116	0.368668376493705	0.4360491969306495	0.7106589134139443	0.6940453163857419	0.5706468550205246	0.6030671456203371	0.6048387096774194	0.20042808239757526	0.5333333333333333	0.5957446808510638	0.6103896103896104	0.4827586206896552	0.7121212121212122	0.2552640889125482	0.23682810166392995	0.32778313499382644	-0.5421975663562554
primary_lodo|primary_recist|all_target_rows	endpoint_pooled	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	fixed_0.25	248	94	154	0.3790322580645161	161	0.25	0.25	0.25	0.6940453163857419	0.5706468550205246	0.6197153909919867	0.5766129032258065	0.24340623952772053	0.5882352941176471	0.7978723404255319	0.44155844155844154	0.4658385093167702	0.7816091954022989	0.2552640889125482	0.23682810166392995	0.32778313499382644	-0.5421975663562554
primary_lodo|primary_recist|all_target_rows	endpoint_pooled	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	fixed_0.50	248	94	154	0.3790322580645161	113	0.5	0.5	0.5	0.6940453163857419	0.5706468550205246	0.6213733075435204	0.625	0.23646744775059592	0.5507246376811594	0.6063829787234043	0.6363636363636364	0.504424778761062	0.725925925925926	0.2552640889125482	0.23682810166392995	0.32778313499382644	-0.5421975663562554
primary_lodo|primary_recist|all_target_rows	endpoint_pooled	primary_lodo	primary_recist	EcoNiche-Opt-HeuristicEcology	fixed_0.75	248	94	154	0.3790322580645161	77	0.75	0.75	0.75	0.6940453163857419	0.5706468550205246	0.6440315004144791	0.6814516129032258	0.3020427042728097	0.5380116959064327	0.48936170212765956	0.7987012987012987	0.5974025974025974	0.7192982456140351	0.2552640889125482	0.23682810166392995	0.32778313499382644	-0.5421975663562554
