query_direction	library	rank	perturbation_id	perturbation_name	cell_line	timepoint	dose	pvalue	zscore	combined_score	adjusted_pvalue	overlapping_genes	signature_genes_submitted	reversal_score	status	interpretation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	93	LJP009	dabrafenib	A375	24H	10	0.0011099288021481147	51.171171171171174	348.14098591899386	0.024253125102257737	GZMB;S100A9	9	349.75621821204646	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	94	CPC006	vorinostat	WSUDLCL2	6H	10.0	0.0011099288021481147	51.171171171171174	348.14098591899386	0.024253125102257737	TGFB1;GZMB	9	349.75621821204646	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	95	LJP006	A443654	HEPG2	24H	0.12	0.0011294852117684012	50.71173469387755	344.1294926179004	0.024420659210234695	CD163;S100A9	9	345.7417352348065	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	96	CPC006	hdac6 inhibitor isox	PL21	6H	10.0	0.001149207743993716	50.260429835651074	340.1968914833678	0.024588257355865548	TGFB1;GZMB	9	341.8061637333013	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	97	CPC006	BRD-K31342827	SKM1	6H	12.12	0.0011891506969135045	49.38136645962733	332.5595989063731	0.025180572489281836	CD163;GZMB	9	334.1585333066493	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	98	LJP007	INK-128	A375	24H	10	0.0012093708785025658	48.95320197044335	328.8507214789553	0.025347426371880307	GZMB;S100A9	9	330.4467876087468	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	99	LJP006	alvocidib	MCF10A	3H	0.12	0.0012503080539860466	48.11864406779661	321.6425954039701	0.025681327428873395	GZMB;NKG7	9	323.23297793596987	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	100	CPC012	BRD-K72238567	PC3	24H	10.0	0.0012503080539860466	48.11864406779661	321.6425954039701	0.025681327428873395	CD163;GZMB	9	323.23297793596987	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	42	LJP006	BMS-387032	SKBR3	3H	10	0.001196446893540315	45.73593570608496	307.72962573549165	0.052303853969122654	AXL;PSMB9	15	309.01109204479155	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	20	LJP006	sorafenib	A549	24H	10	0.0001625837259590953	34.68881118881119	302.6362008510311	0.015170067149209458	AXL;HLA-B;HLA-A	15	304.4552133478669	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	21	LJP006	AT-7519	MCF7	24H	0.37	0.00017609626345725933	33.73809523809524	291.64828145999496	0.015170067149209458	AXL;HLA-B;PSMB9	15	293.46729395683076	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	45	LJP007	OTSSP167	A549	24H	0.12	0.001301854324498629	43.76923076923077	290.8012647685607	0.052303853969122654	HLA-B;HLA-A	15	292.0827310778606	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	46	LJP009	PF 573228	HT29	24H	10	0.001301854324498629	43.76923076923077	290.8012647685607	0.052303853969122654	HLA-B;HLA-A	15	292.0827310778606	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	43	LJP005	geldanamycin	MCF7	3H	0.37	0.001301854324498629	43.76923076923077	290.8012647685607	0.052303853969122654	HLA-B;PSMB9	15	292.0827310778606	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	44	LJP006	nintedanib	SKBR3	24H	3.33	0.001301854324498629	43.76923076923077	290.8012647685607	0.052303853969122654	AXL;PSMB9	15	292.0827310778606	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	47	LJP009	serdemetan	HA1E	24H	10	0.001301854324498629	43.76923076923077	290.8012647685607	0.052303853969122654	HLA-B;PSMB9	15	292.0827310778606	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	22	LJP005	CGP-60474	HEPG2	24H	1.11	0.00018311809671430512	33.281879194630875	286.40319348870224	0.015170067149209458	AXL;CD3D;PSMB9	15	288.22220598553804	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	23	LJP006	mitoxantrone	A549	24H	3.33	0.00018311809671430512	33.281879194630875	286.40319348870224	0.015170067149209458	HLA-B;HLA-A;PSMB9	15	288.22220598553804	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	48	LJP006	AS-605240	BT20	24H	10	0.0013379471101985043	43.15059588299025	285.51104598113415	0.052303853969122654	S100A8;PSMB9	15	286.79251229043405	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	24	LJP006	BMS-387032	MCF7	24H	10	0.00019031971331993049	32.83774834437086	281.31459321624334	0.015170067149209458	AXL;HLA-B;PSMB9	15	283.13360571307913	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	49	LJP006	AZD-5438	MCF7	24H	3.33	0.001374517316576951	42.5491452991453	280.3840881601199	0.052303853969122654	AXL;PSMB9	15	281.6655544694198	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	51	LJP005	PD-0325901	HEPG2	24H	3.33	0.0014115643037611162	41.964172813487885	275.41324782087395	0.052303853969122654	HLA-B;PSMB9	15	276.69471413017385	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	50	LJP008	PD-0325901	A549	24H	10	0.0014115643037611162	41.964172813487885	275.41324782087395	0.052303853969122654	HLA-B;HLA-A	15	276.69471413017385	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
