endpoint	stratum	holdout	candidate	inner_mean_AUROC	inner_mean_AUPRC	inner_mean_balanced_accuracy	selection_score
strict_recist	pan_cancer_response_all	GSE136961	module_logistic_l1_C1	0.6450482010673633	0.640158467810539	0.6181212904156745	0.7079621889786739
strict_recist	pan_cancer_response_all	GSE136961	module_logistic_l2_C0.05	0.640204693990976	0.6256458339307837	0.6155199786839282	0.7022629846217116
strict_recist	pan_cancer_response_all	GSE136961	module_logistic_l2_C0.25	0.6484479276976891	0.6426698371541251	0.6214018334020999	0.7116515112255004
strict_recist	pan_cancer_response_all	GSE136961	module_logistic_l2_C1	0.6412082362218731	0.6384269037377824	0.6284030901323561	0.7045497359153801
strict_recist	pan_cancer_response_all	GSE140901	module_prior_composite	0.6330737012214969	0.6109409973936313	0.5844654394404704	0.692844023063202
strict_recist	pan_cancer_response_all	GSE140901	module_positive_composite	0.6397001046954229	0.6150338745956121	0.6044995479040387	0.7006767758204054
strict_recist	pan_cancer_response_all	GSE140901	module_logistic_l1_C0.05	0.6355734258315222	0.6128131987333547	0.5879541038867754	0.6956117909625288
strict_recist	pan_cancer_response_all	GSE140901	module_logistic_l1_C0.25	0.6169720230614016	0.6100302331400751	0.6093338330392085	0.6779402263703659
strict_recist	pan_cancer_response_all	GSE140901	module_logistic_l1_C1	0.6215395241754946	0.6036861056069698	0.6193243397499523	0.6826900464433407
strict_recist	pan_cancer_response_all	GSE140901	module_logistic_l2_C0.05	0.6172554722473949	0.601798869366436	0.5917130531325806	0.6769310683723457
strict_recist	pan_cancer_response_all	GSE140901	module_logistic_l2_C0.25	0.6116605829214112	0.5963391067353346	0.6074455995688249	0.6718498182366193
strict_recist	pan_cancer_response_all	GSE140901	module_logistic_l2_C1	0.6248330848263013	0.620048280992915	0.5908523587221904	0.6853781168120566
strict_recist	pan_cancer_response_all	GSE145996	module_prior_composite	0.6561506242984199	0.6158182515497317	0.6120984245014015	0.7175464581009765
strict_recist	pan_cancer_response_all	GSE145996	module_positive_composite	0.6695077970031152	0.6287867883485259	0.6286136201063464	0.7323778174258588
strict_recist	pan_cancer_response_all	GSE145996	module_logistic_l1_C0.05	0.673494095594826	0.6334983282044807	0.5936133277699812	0.7348496783935491
strict_recist	pan_cancer_response_all	GSE145996	module_logistic_l1_C0.25	0.6533837968941748	0.6232021029805762	0.6367896243743102	0.7163833832619191
strict_recist	pan_cancer_response_all	GSE145996	module_logistic_l1_C1	0.6757617268427947	0.6495981572372904	0.6317062494049224	0.7398269471749053
strict_recist	pan_cancer_response_all	GSE145996	module_logistic_l2_C0.05	0.6593461898362831	0.631014297741894	0.6369144906047557	0.7227426292536157
strict_recist	pan_cancer_response_all	GSE145996	module_logistic_l2_C0.25	0.6768017308738099	0.651337673706165	0.6437307633525132	0.7415551527267438
strict_recist	pan_cancer_response_all	GSE145996	module_logistic_l2_C1	0.6739554627291697	0.6505308468001002	0.6369862408247428	0.7383313171104118
strict_recist	pan_cancer_response_all	GSE165252	module_prior_composite	0.638201906349702	0.6248041552471738	0.5645667426555845	0.69767045124484
strict_recist	pan_cancer_response_all	GSE165252	module_positive_composite	0.6489949764902948	0.6354878780247286	0.6212176582250902	0.7118302533027857
strict_recist	pan_cancer_response_all	GSE165252	module_logistic_l1_C0.05	0.6481820710776269	0.6386492919614936	0.5970216267816588	0.7099656170147846
strict_recist	pan_cancer_response_all	GSE165252	module_logistic_l1_C0.25	0.6172622001320222	0.6179905670649826	0.5999301791438243	0.6781582374424625
strict_recist	pan_cancer_response_all	GSE165252	module_logistic_l1_C1	0.6253016294187146	0.6213788381416173	0.6030601999006199	0.6865235813208265
strict_recist	pan_cancer_response_all	GSE165252	module_logistic_l2_C0.05	0.615038750456345	0.6138893967599178	0.6088700636339115	0.6761767234760364
