endpoint	stratum	model_name	threshold	net_benefit	treat_all_net_benefit	treat_none_net_benefit	net_benefit_vs_treat_all	net_benefit_vs_treat_none	n_samples	prevalence
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.1	0.4791666666666667	0.4791666666666667	0.0	0.0	0.4791666666666667	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.15	0.44852941176470584	0.44852941176470584	0.0	0.0	0.44852941176470584	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.2	0.4140625	0.4140625	0.0	0.0	0.4140625	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.25	0.375	0.375	0.0	0.0	0.375	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.3	0.33035714285714285	0.33035714285714285	0.0	0.0	0.33035714285714285	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.35	0.2697115384615385	0.27884615384615385	0.0	-0.009134615384615352	0.2697115384615385	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.4	0.24375000000000002	0.21874999999999994	0.0	0.025000000000000078	0.24375000000000002	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.45	0.12784090909090912	0.14772727272727276	0.0	-0.019886363636363646	0.12784090909090912	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.5	0.0875	0.0625	0.0	0.024999999999999994	0.0875	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.55	0.05277777777777773	-0.04166666666666685	0.0	0.09444444444444458	0.05277777777777773	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.6	1.3877787807814457e-17	-0.1718749999999999	0.0	0.1718749999999999	1.3877787807814457e-17	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.65	-0.004464285714285719	-0.3392857142857144	0.0	0.3348214285714287	-0.004464285714285719	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.7	0.0	-0.5624999999999998	0.0	0.5624999999999998	0.0	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.75	0.0	-0.875	0.0	0.875	0.0	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.8	0.0	-1.3437500000000004	0.0	1.3437500000000004	0.0	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.85	0.0	-2.1249999999999996	0.0	2.1249999999999996	0.0	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.9	0.0	-3.687500000000001	0.0	3.687500000000001	0.0	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.95	0.0	-8.374999999999991	0.0	8.374999999999991	0.0	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.05	0.4967105263157895	0.506578947368421	0.0	-0.009868421052631526	0.4967105263157895	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.1	0.4354166666666666	0.4791666666666667	0.0	-0.04375000000000007	0.4354166666666666	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.15	0.3602941176470588	0.44852941176470584	0.0	-0.08823529411764702	0.3602941176470588	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.2	0.334375	0.4140625	0.0	-0.07968750000000002	0.334375	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.25	0.2520833333333333	0.375	0.0	-0.12291666666666667	0.2520833333333333	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.3	0.2008928571428571	0.33035714285714285	0.0	-0.12946428571428575	0.2008928571428571	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.35	0.1908653846153846	0.27884615384615385	0.0	-0.08798076923076925	0.1908653846153846	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.4	0.1895833333333333	0.21874999999999994	0.0	-0.029166666666666646	0.1895833333333333	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.45	0.15056818181818185	0.14772727272727276	0.0	0.0028409090909090884	0.15056818181818185	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.5	0.10625000000000001	0.0625	0.0	0.04375000000000001	0.10625000000000001	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.55	0.08541666666666661	-0.04166666666666685	0.0	0.12708333333333346	0.08541666666666661	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.6	0.034375000000000044	-0.1718749999999999	0.0	0.20624999999999993	0.034375000000000044	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePriorFixed	0.65	-0.0116071428571429	-0.3392857142857144	0.0	0.3276785714285715	-0.0116071428571429	160	0.53125
