endpoint	cohort	blend_id	blend_type	axis	AUROC	AUPRC	balanced_accuracy	threshold	n_samples	n_responders	n_nonresponders
strict_recist	PHS000452_LIU_LIKE_PRE	0.45*cohort_zscore+0.55*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6507575757575759	0.6370046379581694	0.5772727272727273	0.44635309288915004	103	48	55
strict_recist	GSE145996	0.50*cohort_zscore+0.50*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.7375	0.37406496060620814	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.50*cohort_zscore+0.50*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6507575757575758	0.6367031300828757	0.6113636363636363	0.37406496060620814	103	48	55
strict_recist	GSE145996	0.55*cohort_zscore+0.45*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.85	0.908531746031746	0.7375	0.37465012339152554	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.55*cohort_zscore+0.45*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6507575757575758	0.636984052407391	0.6113636363636363	0.37465012339152554	103	48	55
strict_recist	GSE145996	0.60*cohort_zscore+0.40*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.825	0.883531746031746	0.7375	0.37519520789505917	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.60*cohort_zscore+0.40*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6515151515151515	0.6381105964711488	0.6113636363636363	0.37519520789505917	103	48	55
strict_recist	GSE145996	0.65*cohort_zscore+0.35*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.825	0.883531746031746	0.7375	0.3752437340516928	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.65*cohort_zscore+0.35*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6515151515151515	0.6382320559639553	0.6113636363636363	0.3752437340516928	103	48	55
strict_recist	GSE145996	0.70*cohort_zscore+0.30*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.825	0.883531746031746	0.7375	0.3752922602083264	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.70*cohort_zscore+0.30*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6522727272727272	0.6394204100934859	0.6204545454545455	0.3752922602083264	103	48	55
strict_recist	GSE145996	0.75*cohort_zscore+0.25*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.825	0.883531746031746	0.7375	0.37534078636495993	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.75*cohort_zscore+0.25*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6530303030303031	0.6406798553917405	0.6204545454545455	0.37534078636495993	103	48	55
strict_recist	GSE145996	0.80*cohort_zscore+0.20*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.825	0.883531746031746	0.7375	0.3753893125215935	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.80*cohort_zscore+0.20*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6541666666666667	0.641244062723895	0.6204545454545455	0.3753893125215935	103	48	55
strict_recist	GSE145996	0.85*cohort_zscore+0.15*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.825	0.883531746031746	0.7375	0.3754378386782271	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.85*cohort_zscore+0.15*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6541666666666667	0.6416580107238784	0.6113636363636363	0.3754378386782271	103	48	55
