endpoint	stratum	baseline_model	n_samples	target_AUROC	baseline_AUROC	delta_AUROC	bootstrap_mean_delta	ci_low	ci_high	p_value	fdr_q	claim_level
primary_recist	melanoma_core_high_evidence	CXCL9	117	0.5590823381521056	0.6656191074795725	-0.10653676932746692	-0.10986751847504725	-0.23881537982565376	0.015749777183600676	0.082	0.228	not_superior
primary_recist	melanoma_core_high_evidence	TIG	117	0.5590823381521056	0.6656191074795725	-0.10653676932746692	-0.11042684047573662	-0.23921628403691741	0.017041789213694848	0.084	0.228	not_superior
primary_recist	melanoma_core_high_evidence	TIDE_dysfunction	117	0.5590823381521056	0.6546197360150849	-0.09553739786297932	-0.0992181795840844	-0.22719936034115137	0.03078077158603796	0.132	0.23760000000000003	not_superior
primary_recist	melanoma_core_high_evidence	APM	117	0.5590823381521056	0.6637335009428034	-0.10465116279069775	-0.10872319750954289	-0.23715584415584412	0.01913560205226857	0.114	0.228	not_superior
primary_recist	melanoma_core_high_evidence	CYT	117	0.5590823381521056	0.6297925832809553	-0.07071024512884971	-0.07449345614312326	-0.19924837968442613	0.052650565808460684	0.264	0.40199999999999997	not_superior
primary_recist	melanoma_core_high_evidence	IPRES	117	0.5590823381521056	0.5669390320553112	-0.007856693903205536	-0.009855088789509999	-0.1576295535844862	0.1454689754689754	0.92	0.9741176470588236	not_superior
primary_recist	melanoma_core_high_evidence	TIDE_exclusion	117	0.5590823381521056	0.5436832181018227	0.015399120050282877	0.011009085810693063	-0.14810284952616606	0.16633196642851125	0.882	0.9741176470588236	point_estimate_only
primary_recist	melanoma_binary_response_stress	IFNG	29	0.5959595959595959	0.5151515151515151	0.08080808080808077	0.07790413550023659	-0.19049369747899159	0.3444642857142858	0.57	0.756	point_estimate_only
primary_recist	melanoma_binary_response_stress	CXCL9	29	0.5959595959595959	0.48989898989898994	0.10606060606060597	0.1036890831745691	-0.18343749999999995	0.389725899100899	0.468	0.756	point_estimate_only
primary_recist	melanoma_binary_response_stress	TIG	29	0.5959595959595959	0.5505050505050505	0.045454545454545414	0.04295753526225796	-0.22553475935828873	0.309577922077922	0.774	0.87075	point_estimate_only
primary_recist	melanoma_binary_response_stress	TIDE_dysfunction	29	0.5959595959595959	0.4696969696969697	0.1262626262626262	0.12505282978769486	-0.137295751633987	0.3723214285714284	0.348	0.756	point_estimate_only
primary_recist	melanoma_binary_response_stress	APM	29	0.5959595959595959	0.49999999999999994	0.09595959595959597	0.09384100403249852	-0.1790191387559809	0.3725787284610813	0.496	0.756	point_estimate_only
primary_recist	melanoma_binary_response_stress	CYT	29	0.5959595959595959	0.5202020202020202	0.07575757575757569	0.0735301588262323	-0.19047619047619047	0.3500240384615384	0.614	0.756	point_estimate_only
primary_recist	melanoma_binary_response_stress	IPRES	29	0.5959595959595959	0.2272727272727273	0.3686868686868686	0.3730021380871937	-0.005073051948051978	0.7060383244206773	0.056	0.7128	point_estimate_only
primary_recist	melanoma_binary_response_stress	TIDE_exclusion	29	0.5959595959595959	0.3232323232323232	0.2727272727272727	0.276363600029478	-0.11581681476418326	0.6394914215686274	0.174	0.7128	point_estimate_only
